email1,email2,fecha_amistad
isaacrico@example.com,mariano28@example.com,2022-03-23
maresmaria-luisa@example.net,ksantacruz@example.com,2022-04-23
maresmaria-luisa@example.net,caraballoesperanza@example.org,2025-01-31
maresmaria-luisa@example.net,monicadel-valle@example.com,2022-02-19
maresmaria-luisa@example.net,jassomarco-antonio@example.net,2022-10-08
maresmaria-luisa@example.net,juan-carlos01@example.net,2021-07-09
maresmaria-luisa@example.net,maria-luisa51@example.org,2024-02-26
maresmaria-luisa@example.net,maciasarmando@example.net,2026-04-12
romerogilberto@example.org,araceli85@example.com,2022-04-11
romerogilberto@example.org,emilianovillalpando@example.net,2022-10-20
romerogilberto@example.org,uriasalfonso@example.org,2025-11-07
romerogilberto@example.org,wendolin85@example.net,2025-01-31
romerogilberto@example.org,beatrizmontano@example.com,2023-11-21
romerogilberto@example.org,utrujillo@example.com,2024-11-02
romerogilberto@example.org,vigilmaria-cristina@example.org,2024-12-30
romerogilberto@example.org,natalia00@example.net,2024-03-28
benavidespablo@example.org,luis97@example.net,2022-12-18
benavidespablo@example.org,hsanchez@example.net,2023-02-23
benavidespablo@example.org,susana67@example.com,2023-06-06
benavidespablo@example.org,smata@example.org,2022-06-23
benavidespablo@example.org,mnieves@example.net,2022-10-11
benavidespablo@example.org,utrujillo@example.com,2025-05-15
ramirosalcido@example.net,beatrizmontano@example.com,2024-12-10
ramirosalcido@example.net,lbernal@example.com,2024-05-25
ramirosalcido@example.net,vguillen@example.net,2024-04-17
ramirosalcido@example.net,urocha@example.net,2021-12-01
ramirosalcido@example.net,pescobar@example.org,2021-07-08
ramirosalcido@example.net,zamorafrancisco-javier@example.net,2022-02-04
ramirosalcido@example.net,japodaca@example.net,2021-06-21
maria-elenavillanueva@example.com,jacintomontemayor@example.com,2021-11-24
maria-elenavillanueva@example.com,adela06@example.com,2022-12-16
maria-elenavillanueva@example.com,jeronimovelasquez@example.org,2023-05-25
baezahilda@example.org,talejandro@example.net,2025-01-09
baezahilda@example.org,corralesrocio@example.org,2022-05-04
baezahilda@example.org,elvira75@example.com,2021-08-03
baezahilda@example.org,adela06@example.com,2024-11-20
baezahilda@example.org,maria-luisaalba@example.com,2024-03-29
baezahilda@example.org,cynthiahidalgo@example.net,2023-10-12
baezahilda@example.org,david33@example.com,2024-04-17
jaqueline93@example.org,mariolimon@example.net,2025-12-12
jaqueline93@example.org,robledoirma@example.org,2022-10-30
galvezjose-eduardo@example.net,carbajaleva@example.org,2023-01-31
galvezjose-eduardo@example.net,jorge49@example.com,2026-01-26
galvezjose-eduardo@example.net,gavalos@example.org,2026-02-15
galvezjose-eduardo@example.net,elsa08@example.net,2022-06-17
galvezjose-eduardo@example.net,gonzalezamalia@example.org,2021-12-27
galvezjose-eduardo@example.net,abrahamnajera@example.com,2025-05-19
galvezjose-eduardo@example.net,alonsoolivares@example.org,2022-11-22
galvezjose-eduardo@example.net,ricardo93@example.net,2026-03-19
